sample_id,original_idx,vistgerd_idx,vistlendi_idx,vistgerd,vistlendi
1122,1974,48,12,Runnamýravist á láglendi,Votlendi
1123,2410,41,5,Mosamelavist,Melar og sandlendi
1124,2127,5,12,Brokflóavist,Votlendi
1125,4725,41,5,Mosamelavist,Melar og sandlendi
1126,1812,48,12,Runnamýravist á láglendi,Votlendi
1127,7299,48,12,Runnamýravist á láglendi,Votlendi
1128,3275,41,5,Mosamelavist,Melar og sandlendi
1129,826,69,8,Víðimóavist,Mólendi
1130,1240,63,12,Tjarnastararflóavist,Votlendi
1131,2854,20,8,Grasmóavist,Mólendi
1132,4370,68,5,Víðimelavist,Melar og sandlendi
1133,6439,18,11,Grashólavist,Strandlendi
1134,5965,17,2,Grasengjavist,Graslendi
1135,5135,2,10,Birkiskógur,Skóglendi
1136,2075,20,8,Grasmóavist,Mólendi
1137,1380,13,8,Fjalldrapamóavist,Mólendi
1138,3441,41,5,Mosamelavist,Melar og sandlendi
1139,5700,59,12,Starungsflóavist,Votlendi
1140,3685,58,8,Starmóavist,Mólendi
1141,1230,34,8,Lyngmóavist á láglendi,Mólendi
1142,48,31,9,Ljónslappaskriðuvist,Skriður og klettar
1143,4408,60,12,Starungsmýravist,Votlendi
1144,2181,60,12,Starungsmýravist,Votlendi
1145,4960,10,5,Eyðimelavist,Melar og sandlendi
1146,4597,5,12,Brokflóavist,Votlendi
1147,2523,41,5,Mosamelavist,Melar og sandlendi
1148,7400,60,12,Starungsmýravist,Votlendi
1149,7205,57,2,Snarrótarvist,Graslendi
1150,2091,20,8,Grasmóavist,Mólendi
1151,53,34,8,Lyngmóavist á láglendi,Mólendi
1152,2822,25,7,Hraungambravist,Moslendi
1153,1499,25,7,Hraungambravist,Moslendi
1154,5271,39,6,Moldavist,Moldir
1155,2366,2,10,Birkiskógur,Skóglendi
1156,5015,10,5,Eyðimelavist,Melar og sandlendi
1157,4512,17,2,Grasengjavist,Graslendi
1158,3433,34,8,Lyngmóavist á láglendi,Mólendi
1159,3396,20,8,Grasmóavist,Mólendi
1160,1487,58,8,Starmóavist,Mólendi
1161,631,60,12,Starungsmýravist,Votlendi
1162,6232,34,8,Lyngmóavist á láglendi,Mólendi
1163,4802,13,8,Fjalldrapamóavist,Mólendi
1164,1636,60,12,Starungsmýravist,Votlendi
1165,4416,5,12,Brokflóavist,Votlendi
1166,1014,33,8,Lyngmóavist á hálendi,Mólendi
1167,7303,63,12,Tjarnastararflóavist,Votlendi
1168,3793,48,12,Runnamýravist á láglendi,Votlendi
1169,3599,25,7,Hraungambravist,Moslendi
1170,1844,68,5,Víðimelavist,Melar og sandlendi
1171,6585,32,3,Lynghraunavist,Hraunlendi
1172,157,31,9,Ljónslappaskriðuvist,Skriður og klettar
1173,5133,28,7,Hélumosavist,Moslendi
1174,4015,20,8,Grasmóavist,Mólendi
1175,995,45,12,Rekjuvist,Votlendi
1176,6683,13,8,Fjalldrapamóavist,Mólendi
1177,312,41,5,Mosamelavist,Melar og sandlendi
1178,3077,63,12,Tjarnastararflóavist,Votlendi
1179,3175,25,7,Hraungambravist,Moslendi
1180,948,33,8,Lyngmóavist á hálendi,Mólendi
1181,3352,20,8,Grasmóavist,Mólendi
1182,2670,60,12,Starungsmýravist,Votlendi
1183,1419,13,8,Fjalldrapamóavist,Mólendi
1184,6009,5,12,Brokflóavist,Votlendi
1185,6257,34,8,Lyngmóavist á láglendi,Mólendi
1186,7452,60,12,Starungsmýravist,Votlendi
1187,7676,41,5,Mosamelavist,Melar og sandlendi
1188,661,17,2,Grasengjavist,Graslendi
1189,2367,34,8,Lyngmóavist á láglendi,Mólendi
1190,4227,19,5,Grasmelavist,Melar og sandlendi
1191,4424,5,12,Brokflóavist,Votlendi
1192,5290,36,2,Língresis- og vingulsvist,Graslendi
1193,1641,34,8,Lyngmóavist á láglendi,Mólendi
1194,7737,5,12,Brokflóavist,Votlendi
1195,2130,5,12,Brokflóavist,Votlendi
1196,5808,63,12,Tjarnastararflóavist,Votlendi
1197,1047,10,5,Eyðimelavist,Melar og sandlendi
1198,244,60,12,Starungsmýravist,Votlendi
1199,5037,9,3,Eyðihraunavist,Hraunlendi
1200,3052,5,12,Brokflóavist,Votlendi
1201,7972,60,12,Starungsmýravist,Votlendi
1202,44,62,11,Strandmelhólavist,Strandlendi
1203,6719,34,8,Lyngmóavist á láglendi,Mólendi
1204,3863,5,12,Brokflóavist,Votlendi
1205,4659,10,5,Eyðimelavist,Melar og sandlendi
1206,2000,41,5,Mosamelavist,Melar og sandlendi
1207,167,40,3,Mosahraunavist,Hraunlendi
1208,5385,38,7,Melagambravist,Moslendi
1209,1656,16,8,Fléttumóavist,Mólendi
1210,2839,25,7,Hraungambravist,Moslendi
1211,5568,25,7,Hraungambravist,Moslendi
1212,7056,42,8,Mosamóavist,Mólendi
1213,2464,48,12,Runnamýravist á láglendi,Votlendi
1214,1806,48,12,Runnamýravist á láglendi,Votlendi
1215,2833,65,0,Uppgræðslur,Aðrar landgerðir
1216,1432,25,7,Hraungambravist,Moslendi
1217,5459,68,5,Víðimelavist,Melar og sandlendi
1218,819,10,5,Eyðimelavist,Melar og sandlendi
1219,4399,68,5,Víðimelavist,Melar og sandlendi
1220,1718,60,12,Starungsmýravist,Votlendi
1221,4456,25,7,Hraungambravist,Moslendi
1222,1374,60,12,Starungsmýravist,Votlendi
1223,4772,67,8,Víðikjarrvist,Mólendi
1224,7657,34,8,Lyngmóavist á láglendi,Mólendi
1225,2335,60,12,Starungsmýravist,Votlendi
1226,1628,60,12,Starungsmýravist,Votlendi
1227,4098,33,8,Lyngmóavist á hálendi,Mólendi
1228,3330,34,8,Lyngmóavist á láglendi,Mólendi
1229,4064,28,7,Hélumosavist,Moslendi
1230,768,1,1,Auravist,Eyrar
1231,4060,13,8,Fjalldrapamóavist,Mólendi
1232,5032,25,7,Hraungambravist,Moslendi
1233,3469,13,8,Fjalldrapamóavist,Mólendi
1234,3463,41,5,Mosamelavist,Melar og sandlendi
1235,7469,60,12,Starungsmýravist,Votlendi
1236,3061,60,12,Starungsmýravist,Votlendi
1237,2821,34,8,Lyngmóavist á láglendi,Mólendi
1238,1599,34,8,Lyngmóavist á láglendi,Mólendi
1239,3250,25,7,Hraungambravist,Moslendi
1240,2497,0,0,Alaskalúpína,Aðrar landgerðir
1241,5544,45,12,Rekjuvist,Votlendi
1242,4777,60,12,Starungsmýravist,Votlendi
1243,6787,6,2,Bugðupuntsvist,Graslendi
1244,6441,63,12,Tjarnastararflóavist,Votlendi
1245,4391,36,2,Língresis- og vingulsvist,Graslendi
1246,1275,23,12,Gulstararflóavist,Votlendi
1247,4686,10,5,Eyðimelavist,Melar og sandlendi
1248,5848,5,12,Brokflóavist,Votlendi
1249,7019,18,11,Grashólavist,Strandlendi
1250,5812,20,8,Grasmóavist,Mólendi
1251,4617,13,8,Fjalldrapamóavist,Mólendi
1252,3096,38,7,Melagambravist,Moslendi
1253,2073,20,8,Grasmóavist,Mólendi
1254,6587,32,3,Lynghraunavist,Hraunlendi
1255,6841,48,12,Runnamýravist á láglendi,Votlendi
1256,7049,25,7,Hraungambravist,Moslendi
1257,885,68,5,Víðimelavist,Melar og sandlendi
1258,5733,20,8,Grasmóavist,Mólendi
1259,1747,13,8,Fjalldrapamóavist,Mólendi
1260,3637,5,12,Brokflóavist,Votlendi
1261,5387,61,2,Stinnastararvist,Graslendi
1262,2972,23,12,Gulstararflóavist,Votlendi
1263,3434,34,8,Lyngmóavist á láglendi,Mólendi
1264,7475,17,2,Grasengjavist,Graslendi
1265,4640,67,8,Víðikjarrvist,Mólendi
1266,931,58,8,Starmóavist,Mólendi
1267,4824,10,5,Eyðimelavist,Melar og sandlendi
1268,2232,48,12,Runnamýravist á láglendi,Votlendi
1269,5470,41,5,Mosamelavist,Melar og sandlendi
1270,3456,58,8,Starmóavist,Mólendi
1271,7413,48,12,Runnamýravist á láglendi,Votlendi
1272,5836,5,12,Brokflóavist,Votlendi
1273,6259,34,8,Lyngmóavist á láglendi,Mólendi
1274,759,26,12,Hrossanálarvist,Votlendi
1275,3673,5,12,Brokflóavist,Votlendi
1276,5768,60,12,Starungsmýravist,Votlendi
1277,946,28,7,Hélumosavist,Moslendi
1278,1167,13,8,Fjalldrapamóavist,Mólendi
1279,832,45,12,Rekjuvist,Votlendi
1280,4392,58,8,Starmóavist,Mólendi
1281,3842,34,8,Lyngmóavist á láglendi,Mólendi
1282,2858,25,7,Hraungambravist,Moslendi
1283,7840,61,2,Stinnastararvist,Graslendi
1284,6373,5,12,Brokflóavist,Votlendi
1285,3392,25,7,Hraungambravist,Moslendi
1286,7236,13,8,Fjalldrapamóavist,Mólendi
1287,1011,58,8,Starmóavist,Mólendi
1288,2902,63,12,Tjarnastararflóavist,Votlendi
1289,6133,60,12,Starungsmýravist,Votlendi
1290,3172,58,8,Starmóavist,Mólendi
1291,6881,23,12,Gulstararflóavist,Votlendi
1292,5651,57,2,Snarrótarvist,Graslendi
1293,2847,42,8,Mosamóavist,Mólendi
1294,4132,39,6,Moldavist,Moldir
1295,1683,25,7,Hraungambravist,Moslendi
1296,3110,63,12,Tjarnastararflóavist,Votlendi
1297,7860,61,2,Stinnastararvist,Graslendi
1298,843,49,12,Rústamýravist,Votlendi
1299,2001,14,8,Flagmóavist,Mólendi
1300,5276,9,3,Eyðihraunavist,Hraunlendi
1301,4036,34,8,Lyngmóavist á láglendi,Mólendi
1302,6218,34,8,Lyngmóavist á láglendi,Mólendi
1303,6017,5,12,Brokflóavist,Votlendi
1304,5769,5,12,Brokflóavist,Votlendi
1305,6557,13,8,Fjalldrapamóavist,Mólendi
1306,3284,42,8,Mosamóavist,Mólendi
1307,5506,9,3,Eyðihraunavist,Hraunlendi
1308,5463,10,5,Eyðimelavist,Melar og sandlendi
1309,3909,34,8,Lyngmóavist á láglendi,Mólendi
1310,710,17,2,Grasengjavist,Graslendi
1311,1544,60,12,Starungsmýravist,Votlendi
1312,4316,31,9,Ljónslappaskriðuvist,Skriður og klettar
1313,5693,60,12,Starungsmýravist,Votlendi
1314,1300,26,12,Hrossanálarvist,Votlendi
1315,2195,60,12,Starungsmýravist,Votlendi
1316,2322,48,12,Runnamýravist á láglendi,Votlendi
1317,526,22,11,Gulstararfitjavist,Strandlendi
1318,4608,10,5,Eyðimelavist,Melar og sandlendi
1319,864,49,12,Rústamýravist,Votlendi
1320,393,5,12,Brokflóavist,Votlendi
1321,6685,57,2,Snarrótarvist,Graslendi
1322,299,60,12,Starungsmýravist,Votlendi
1323,3989,13,8,Fjalldrapamóavist,Mólendi
1324,442,40,3,Mosahraunavist,Hraunlendi
1325,5679,60,12,Starungsmýravist,Votlendi
1326,4025,32,3,Lynghraunavist,Hraunlendi
1327,3423,42,8,Mosamóavist,Mólendi
1328,5047,32,3,Lynghraunavist,Hraunlendi
1329,3780,5,12,Brokflóavist,Votlendi
1330,7708,57,2,Snarrótarvist,Graslendi
1331,3969,57,2,Snarrótarvist,Graslendi
1332,954,45,12,Rekjuvist,Votlendi
1333,1220,13,8,Fjalldrapamóavist,Mólendi
1334,1428,13,8,Fjalldrapamóavist,Mólendi
1335,4815,9,3,Eyðihraunavist,Hraunlendi
1336,2305,5,12,Brokflóavist,Votlendi
1337,1383,48,12,Runnamýravist á láglendi,Votlendi
1338,1024,24,12,Hengistararflóavist,Votlendi
1339,127,36,2,Língresis- og vingulsvist,Graslendi
1340,5325,20,8,Grasmóavist,Mólendi
1341,3130,20,8,Grasmóavist,Mólendi
1342,2707,42,8,Mosamóavist,Mólendi
1343,7399,60,12,Starungsmýravist,Votlendi
1344,7254,14,8,Flagmóavist,Mólendi
1345,7057,29,10,Kjarrskógavist,Skóglendi
1346,1088,15,3,Fléttuhraunavist,Hraunlendi
1347,632,60,12,Starungsmýravist,Votlendi
1348,5898,60,12,Starungsmýravist,Votlendi
1349,3171,58,8,Starmóavist,Mólendi
1350,5891,5,12,Brokflóavist,Votlendi
1351,3492,25,7,Hraungambravist,Moslendi
1352,3232,42,8,Mosamóavist,Mólendi
1353,6195,5,12,Brokflóavist,Votlendi
1354,5000,9,3,Eyðihraunavist,Hraunlendi
1355,3973,5,12,Brokflóavist,Votlendi
1356,6745,40,3,Mosahraunavist,Hraunlendi
1357,4008,34,8,Lyngmóavist á láglendi,Mólendi
1358,4532,41,5,Mosamelavist,Melar og sandlendi
1359,6710,34,8,Lyngmóavist á láglendi,Mólendi
1360,5913,36,2,Língresis- og vingulsvist,Graslendi
1361,2325,63,12,Tjarnastararflóavist,Votlendi
1362,6447,48,12,Runnamýravist á láglendi,Votlendi
1363,3053,24,12,Hengistararflóavist,Votlendi
1364,750,48,12,Runnamýravist á láglendi,Votlendi
1365,1940,5,12,Brokflóavist,Votlendi
1366,7679,57,2,Snarrótarvist,Graslendi
1367,3257,34,8,Lyngmóavist á láglendi,Mólendi
1368,5021,60,12,Starungsmýravist,Votlendi
1369,7098,41,5,Mosamelavist,Melar og sandlendi
1370,5974,19,5,Grasmelavist,Melar og sandlendi
1371,5801,48,12,Runnamýravist á láglendi,Votlendi
1372,7465,36,2,Língresis- og vingulsvist,Graslendi
1373,993,8,1,Eyravist,Eyrar
1374,7054,10,5,Eyðimelavist,Melar og sandlendi
1375,5940,5,12,Brokflóavist,Votlendi
1376,857,68,5,Víðimelavist,Melar og sandlendi
1377,2266,60,12,Starungsmýravist,Votlendi
1378,5235,17,2,Grasengjavist,Graslendi
1379,93,9,3,Eyðihraunavist,Hraunlendi
1380,5524,1,1,Auravist,Eyrar
1381,5307,65,0,Uppgræðslur,Aðrar landgerðir
1382,2205,60,12,Starungsmýravist,Votlendi
1383,7162,5,12,Brokflóavist,Votlendi
1384,5738,14,8,Flagmóavist,Mólendi
1385,4105,13,8,Fjalldrapamóavist,Mólendi
1386,3193,41,5,Mosamelavist,Melar og sandlendi
1387,3812,48,12,Runnamýravist á láglendi,Votlendi
1388,6792,67,8,Víðikjarrvist,Mólendi
1389,5473,25,7,Hraungambravist,Moslendi
1390,2766,60,12,Starungsmýravist,Votlendi
1391,7697,5,12,Brokflóavist,Votlendi
1392,1603,41,5,Mosamelavist,Melar og sandlendi
1393,2276,60,12,Starungsmýravist,Votlendi
1394,3191,58,8,Starmóavist,Mólendi
1395,1531,34,8,Lyngmóavist á láglendi,Mólendi
1396,7623,34,8,Lyngmóavist á láglendi,Mólendi
1397,5673,60,12,Starungsmýravist,Votlendi
1398,2638,20,8,Grasmóavist,Mólendi
1399,3962,5,12,Brokflóavist,Votlendi
1400,1069,50,5,Sanda- og vikravist,Melar og sandlendi
1401,3357,34,8,Lyngmóavist á láglendi,Mólendi
1402,7301,63,12,Tjarnastararflóavist,Votlendi
1403,2619,5,12,Brokflóavist,Votlendi
1404,4963,10,5,Eyðimelavist,Melar og sandlendi
1405,4836,32,3,Lynghraunavist,Hraunlendi
1406,1946,23,12,Gulstararflóavist,Votlendi
1407,3344,42,8,Mosamóavist,Mólendi
1408,5553,29,10,Kjarrskógavist,Skóglendi
1409,4305,13,8,Fjalldrapamóavist,Mólendi
1410,508,13,8,Fjalldrapamóavist,Mólendi
1411,4553,38,7,Melagambravist,Moslendi
1412,7696,25,7,Hraungambravist,Moslendi
1413,7023,60,12,Starungsmýravist,Votlendi
1414,6781,16,8,Fléttumóavist,Mólendi
1415,1365,33,8,Lyngmóavist á hálendi,Mólendi
1416,4726,41,5,Mosamelavist,Melar og sandlendi
1417,1323,5,12,Brokflóavist,Votlendi
1418,2799,48,12,Runnamýravist á láglendi,Votlendi
1419,3998,45,12,Rekjuvist,Votlendi
1420,445,40,3,Mosahraunavist,Hraunlendi
1421,3906,36,2,Língresis- og vingulsvist,Graslendi
1422,4425,63,12,Tjarnastararflóavist,Votlendi
1423,2381,25,7,Hraungambravist,Moslendi
1424,2771,60,12,Starungsmýravist,Votlendi
1425,981,24,12,Hengistararflóavist,Votlendi
1426,1217,36,2,Língresis- og vingulsvist,Graslendi
1427,1155,36,2,Língresis- og vingulsvist,Graslendi
1428,5407,41,5,Mosamelavist,Melar og sandlendi
1429,7716,34,8,Lyngmóavist á láglendi,Mólendi
1430,2403,23,12,Gulstararflóavist,Votlendi
1431,7320,13,8,Fjalldrapamóavist,Mólendi
1432,50,60,12,Starungsmýravist,Votlendi
1433,7920,48,12,Runnamýravist á láglendi,Votlendi
1434,817,63,12,Tjarnastararflóavist,Votlendi
1435,2786,63,12,Tjarnastararflóavist,Votlendi
1436,7900,12,4,Fjallahveravist,Jarðhitasvæði
1437,4505,25,7,Hraungambravist,Moslendi
1438,7377,23,12,Gulstararflóavist,Votlendi
1439,7226,42,8,Mosamóavist,Mólendi
1440,2803,65,0,Uppgræðslur,Aðrar landgerðir
1441,2808,13,8,Fjalldrapamóavist,Mólendi
1442,3482,34,8,Lyngmóavist á láglendi,Mólendi
1443,7794,64,0,Tún og akurlendi,Aðrar landgerðir
1444,2572,60,12,Starungsmýravist,Votlendi
1445,6043,63,12,Tjarnastararflóavist,Votlendi
1446,5997,36,2,Língresis- og vingulsvist,Graslendi
1447,7619,16,8,Fléttumóavist,Mólendi
1448,6985,18,11,Grashólavist,Strandlendi
1449,658,17,2,Grasengjavist,Graslendi
1450,1477,18,11,Grashólavist,Strandlendi
1451,6164,19,5,Grasmelavist,Melar og sandlendi
1452,6500,34,8,Lyngmóavist á láglendi,Mólendi
1453,6602,6,2,Bugðupuntsvist,Graslendi
1454,5440,38,7,Melagambravist,Moslendi
1455,889,10,5,Eyðimelavist,Melar og sandlendi
1456,4938,40,3,Mosahraunavist,Hraunlendi
1457,5777,5,12,Brokflóavist,Votlendi
1458,4606,10,5,Eyðimelavist,Melar og sandlendi
1459,5532,66,9,Urðarskriðuvist,Skriður og klettar
1460,5198,10,5,Eyðimelavist,Melar og sandlendi
1461,7514,5,12,Brokflóavist,Votlendi
1462,615,68,5,Víðimelavist,Melar og sandlendi
1463,1584,60,12,Starungsmýravist,Votlendi
1464,7734,63,12,Tjarnastararflóavist,Votlendi
1465,138,48,12,Runnamýravist á láglendi,Votlendi
1466,6024,63,12,Tjarnastararflóavist,Votlendi
1467,3075,24,12,Hengistararflóavist,Votlendi
1468,7549,60,12,Starungsmýravist,Votlendi
1469,2511,48,12,Runnamýravist á láglendi,Votlendi
1470,1089,38,7,Melagambravist,Moslendi
1471,65,13,8,Fjalldrapamóavist,Mólendi
1472,491,32,3,Lynghraunavist,Hraunlendi
1473,2215,25,7,Hraungambravist,Moslendi
1474,3494,25,7,Hraungambravist,Moslendi
1475,3359,19,5,Grasmelavist,Melar og sandlendi
1476,4950,13,8,Fjalldrapamóavist,Mólendi
1477,2440,19,5,Grasmelavist,Melar og sandlendi
1478,5731,6,2,Bugðupuntsvist,Graslendi
1479,2600,60,12,Starungsmýravist,Votlendi
1480,7616,42,8,Mosamóavist,Mólendi
1481,7775,60,12,Starungsmýravist,Votlendi
1482,6734,5,12,Brokflóavist,Votlendi
1483,4135,39,6,Moldavist,Moldir
1484,6482,42,8,Mosamóavist,Mólendi
1485,6622,13,8,Fjalldrapamóavist,Mólendi
1486,5495,50,5,Sanda- og vikravist,Melar og sandlendi
1487,766,69,8,Víðimóavist,Mólendi
1488,4422,10,5,Eyðimelavist,Melar og sandlendi
1489,543,17,2,Grasengjavist,Graslendi
1490,7907,12,4,Fjallahveravist,Jarðhitasvæði
1491,6979,26,12,Hrossanálarvist,Votlendi
1492,504,60,12,Starungsmýravist,Votlendi
1493,1536,48,12,Runnamýravist á láglendi,Votlendi
1494,7450,60,12,Starungsmýravist,Votlendi
1495,3753,13,8,Fjalldrapamóavist,Mólendi
1496,3310,20,8,Grasmóavist,Mólendi
1497,6984,18,11,Grashólavist,Strandlendi
1498,6538,25,7,Hraungambravist,Moslendi
1499,1324,13,8,Fjalldrapamóavist,Mólendi
1500,6294,34,8,Lyngmóavist á láglendi,Mólendi
1501,2540,5,12,Brokflóavist,Votlendi
1502,1644,58,8,Starmóavist,Mólendi
1503,1704,11,2,Finnungsvist,Graslendi
1504,160,62,11,Strandmelhólavist,Strandlendi
1505,5404,10,5,Eyðimelavist,Melar og sandlendi
1506,6732,60,12,Starungsmýravist,Votlendi
1507,7388,23,12,Gulstararflóavist,Votlendi
1508,7203,41,5,Mosamelavist,Melar og sandlendi
1509,4469,58,8,Starmóavist,Mólendi
1510,2306,5,12,Brokflóavist,Votlendi
1511,1018,45,12,Rekjuvist,Votlendi
1512,3488,34,8,Lyngmóavist á láglendi,Mólendi
1513,758,17,2,Grasengjavist,Graslendi
1514,2810,63,12,Tjarnastararflóavist,Votlendi
1515,4307,47,12,Runnamýravist á hálendi,Votlendi
1516,7234,60,12,Starungsmýravist,Votlendi
1517,5223,57,2,Snarrótarvist,Graslendi
1518,4159,68,5,Víðimelavist,Melar og sandlendi
1519,5410,36,2,Língresis- og vingulsvist,Graslendi
1520,7190,63,12,Tjarnastararflóavist,Votlendi
1521,5654,36,2,Língresis- og vingulsvist,Graslendi
1522,6338,20,8,Grasmóavist,Mólendi
1523,2361,60,12,Starungsmýravist,Votlendi
1524,1004,8,1,Eyravist,Eyrar
1525,5527,9,3,Eyðihraunavist,Hraunlendi
1526,4563,28,7,Hélumosavist,Moslendi
1527,2794,5,12,Brokflóavist,Votlendi
1528,1782,34,8,Lyngmóavist á láglendi,Mólendi
1529,7196,58,8,Starmóavist,Mólendi
1530,3567,20,8,Grasmóavist,Mólendi
1531,4978,10,5,Eyðimelavist,Melar og sandlendi
1532,1061,15,3,Fléttuhraunavist,Hraunlendi
1533,1987,41,5,Mosamelavist,Melar og sandlendi
1534,5683,60,12,Starungsmýravist,Votlendi
1535,3683,58,8,Starmóavist,Mólendi
1536,1321,63,12,Tjarnastararflóavist,Votlendi
1537,709,17,2,Grasengjavist,Graslendi
1538,5249,36,2,Língresis- og vingulsvist,Graslendi
1539,7827,53,11,Sjávarfitjungsvist,Strandlendi
1540,2587,60,12,Starungsmýravist,Votlendi
1541,790,10,5,Eyðimelavist,Melar og sandlendi
1542,2037,48,12,Runnamýravist á láglendi,Votlendi
1543,2873,20,8,Grasmóavist,Mólendi
1544,6911,26,12,Hrossanálarvist,Votlendi
1545,6273,34,8,Lyngmóavist á láglendi,Mólendi
1546,1121,38,7,Melagambravist,Moslendi
1547,1357,34,8,Lyngmóavist á láglendi,Mólendi
1548,2092,20,8,Grasmóavist,Mólendi
1549,3286,19,5,Grasmelavist,Melar og sandlendi
1550,4625,10,5,Eyðimelavist,Melar og sandlendi
1551,1952,60,12,Starungsmýravist,Votlendi
1552,2948,64,0,Tún og akurlendi,Aðrar landgerðir
1553,6619,16,8,Fléttumóavist,Mólendi
1554,7012,26,12,Hrossanálarvist,Votlendi
1555,7444,23,12,Gulstararflóavist,Votlendi
1556,6702,34,8,Lyngmóavist á láglendi,Mólendi
1557,1621,6,2,Bugðupuntsvist,Graslendi
1558,6204,34,8,Lyngmóavist á láglendi,Mólendi
1559,7431,17,2,Grasengjavist,Graslendi
1560,881,51,12,Sandmýravist,Votlendi
1561,2543,48,12,Runnamýravist á láglendi,Votlendi
1562,4589,25,7,Hraungambravist,Moslendi
1563,1142,39,6,Moldavist,Moldir
1564,6731,48,12,Runnamýravist á láglendi,Votlendi
1565,6050,63,12,Tjarnastararflóavist,Votlendi
1566,6845,63,12,Tjarnastararflóavist,Votlendi
1567,996,51,12,Sandmýravist,Votlendi
1568,5437,45,12,Rekjuvist,Votlendi
1569,1494,38,7,Melagambravist,Moslendi
1570,1208,58,8,Starmóavist,Mólendi
1571,5701,60,12,Starungsmýravist,Votlendi
1572,7298,42,8,Mosamóavist,Mólendi
1573,2283,20,8,Grasmóavist,Mólendi
1574,4742,42,8,Mosamóavist,Mólendi
1575,1388,48,12,Runnamýravist á láglendi,Votlendi
1576,2486,48,12,Runnamýravist á láglendi,Votlendi
1577,2150,63,12,Tjarnastararflóavist,Votlendi
1578,839,28,7,Hélumosavist,Moslendi
1579,6240,34,8,Lyngmóavist á láglendi,Mólendi
1580,7699,60,12,Starungsmýravist,Votlendi
1581,6496,60,12,Starungsmýravist,Votlendi
1582,6094,36,2,Língresis- og vingulsvist,Graslendi
1583,5199,39,6,Moldavist,Moldir
1584,5102,25,7,Hraungambravist,Moslendi
1585,3414,5,12,Brokflóavist,Votlendi
1586,3530,34,8,Lyngmóavist á láglendi,Mólendi
1587,1122,60,12,Starungsmýravist,Votlendi
1588,6033,63,12,Tjarnastararflóavist,Votlendi
1589,4574,9,3,Eyðihraunavist,Hraunlendi
1590,6214,34,8,Lyngmóavist á láglendi,Mólendi
1591,5569,25,7,Hraungambravist,Moslendi
1592,1606,33,8,Lyngmóavist á hálendi,Mólendi
1593,6879,34,8,Lyngmóavist á láglendi,Mólendi
1594,7269,13,8,Fjalldrapamóavist,Mólendi
1595,6686,13,8,Fjalldrapamóavist,Mólendi
1596,6019,5,12,Brokflóavist,Votlendi
1597,5951,5,12,Brokflóavist,Votlendi
1598,7345,60,12,Starungsmýravist,Votlendi
1599,5039,10,5,Eyðimelavist,Melar og sandlendi
1600,2515,26,12,Hrossanálarvist,Votlendi
1601,2034,60,12,Starungsmýravist,Votlendi
1602,1172,25,7,Hraungambravist,Moslendi
1603,6091,60,12,Starungsmýravist,Votlendi
1604,2395,60,12,Starungsmýravist,Votlendi
1605,698,13,8,Fjalldrapamóavist,Mólendi
1606,4050,32,3,Lynghraunavist,Hraunlendi
1607,2568,1,1,Auravist,Eyrar
1608,746,40,3,Mosahraunavist,Hraunlendi
1609,3189,60,12,Starungsmýravist,Votlendi
1610,6944,18,11,Grashólavist,Strandlendi
1611,6783,13,8,Fjalldrapamóavist,Mólendi
1612,2222,23,12,Gulstararflóavist,Votlendi
1613,5758,19,5,Grasmelavist,Melar og sandlendi
1614,7590,34,8,Lyngmóavist á láglendi,Mólendi
1615,222,25,7,Hraungambravist,Moslendi
1616,608,5,12,Brokflóavist,Votlendi
1617,6395,26,12,Hrossanálarvist,Votlendi
1618,6708,33,8,Lyngmóavist á hálendi,Mólendi
1619,2321,48,12,Runnamýravist á láglendi,Votlendi
1620,5065,5,12,Brokflóavist,Votlendi
1621,5822,60,12,Starungsmýravist,Votlendi
1622,6154,14,8,Flagmóavist,Mólendi
1623,7317,63,12,Tjarnastararflóavist,Votlendi
1624,5341,10,5,Eyðimelavist,Melar og sandlendi
1625,3200,38,7,Melagambravist,Moslendi
1626,90,19,5,Grasmelavist,Melar og sandlendi
1627,3426,25,7,Hraungambravist,Moslendi
1628,6716,23,12,Gulstararflóavist,Votlendi
1629,7003,60,12,Starungsmýravist,Votlendi
1630,3256,34,8,Lyngmóavist á láglendi,Mólendi
1631,5649,60,12,Starungsmýravist,Votlendi
1632,5954,48,12,Runnamýravist á láglendi,Votlendi
1633,5323,61,2,Stinnastararvist,Graslendi
1634,1944,41,5,Mosamelavist,Melar og sandlendi
1635,4412,19,5,Grasmelavist,Melar og sandlendi
1636,4803,13,8,Fjalldrapamóavist,Mólendi
1637,4611,16,8,Fléttumóavist,Mólendi
1638,3078,24,12,Hengistararflóavist,Votlendi
1639,5846,5,12,Brokflóavist,Votlendi
1640,2240,60,12,Starungsmýravist,Votlendi
1641,4329,19,5,Grasmelavist,Melar og sandlendi
1642,3833,13,8,Fjalldrapamóavist,Mólendi
1643,4536,58,8,Starmóavist,Mólendi
1644,3528,5,12,Brokflóavist,Votlendi
1645,1026,49,12,Rústamýravist,Votlendi
1646,5034,67,8,Víðikjarrvist,Mólendi
1647,1470,60,12,Starungsmýravist,Votlendi
1648,1450,48,12,Runnamýravist á láglendi,Votlendi
1649,396,34,8,Lyngmóavist á láglendi,Mólendi
1650,552,53,11,Sjávarfitjungsvist,Strandlendi
1651,7020,26,12,Hrossanálarvist,Votlendi
1652,2199,19,5,Grasmelavist,Melar og sandlendi
